ride_id,timestamp,driver_id,product,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,is_surge,fare_usd
16,2025-05-11T15:19:29,827,Comfort,40.81761362953525,-73.97182308052103,40.85208769359526,-73.81438798272569,14.88,True,57.56
17,2025-01-13T09:08:33,555,UberX,40.89579563558743,-74.11894138422787,40.89549695815643,-74.13571930803963,10.81,False,21.42
18,2025-05-29T17:00:56,657,Black,40.68855054063616,-73.74889987765167,40.715958739085195,-73.73729821549323,10.06,True,59.23
19,2025-06-19T19:42:56,553,UberXL,40.79180761641492,-73.99350355078738,40.61603524273152,-73.9082336811209,13.69,False,26.46
20,2025-02-13T05:48:41,855,UberX,40.829786383497805,-73.7096791927944,40.72131144344207,-73.82640771124512,11.18,False,22.06
21,2025-02-14T14:18:43,254,Black,40.67807910194542,-74.0259576224922,40.89684183361997,-73.823739224341,3.71,False,8.99
22,2025-03-23T09:48:10,630,UberX,40.639046528832985,-74.11971909369973,40.76975933456736,-73.94910152018814,17.13,False,32.48
23,2025-02-17T12:32:37,759,UberX,40.698838179800035,-74.04454732468061,40.63038960776569,-73.76132139079847,2.35,False,6.61
24,2025-02-26T04:03:55,240,Green,40.6679943676566,-73.88093704657524,40.79883680353166,-74.00570069807316,8.24,True,42.14
25,2025-02-12T22:08:01,424,Comfort,40.65180695058818,-73.89947684685265,40.7689168352298,-73.81915455080413,5.2,False,11.6
26,2025-04-18T22:27:06,508,UberX,40.90974738707717,-73.72628611557565,40.798396734155915,-73.79638793180877,8.65,False,17.64
27,2025-01-29T23:24:16,308,Black,40.61803522213648,-73.90793228102413,40.6391582299341,-74.04859495322906,21.58,True,88.36
28,2025-01-12T04:32:49,576,Black,40.90808088976225,-73.89922095881033,40.599614317891856,-74.04071366775969,5.88,False,12.79
29,2025-06-29T01:53:06,461,Comfort,40.58421167871494,-73.82393687946177,40.62047819881937,-74.02919228546526,17.17,False,32.55
30,2025-06-19T15:21:59,75,UberXL,40.8477207286047,-73.88558734002757,40.7984366932271,-74.05234256524051,6.01,False,13.02
31,2025-02-28T20:57:30,980,UberX,40.62836887565813,-74.06448933606644,40.82434582511639,-73.8139043476447,19.1,False,35.93
32,2025-05-16T01:51:12,619,UberXL,40.696753862117205,-74.04230106846664,40.66899755326614,-74.02262336111592,12.19,False,23.83
33,2025-03-01T21:21:07,268,Comfort,40.739742119808795,-73.92622521810456,40.586485045679225,-73.70840669441904,12.27,False,23.97
34,2025-06-27T13:05:20,209,Comfort,40.66578114698197,-74.12942804840851,40.86971139134371,-73.81643642957758,1.39,False,4.93
35,2025-04-24T09:47:09,594,Black,40.65922114637786,-74.06171369777293,40.635106891621206,-73.89359471928319,6.9,False,14.58
36,2025-05-13T23:36:59,346,Comfort,40.832443431496536,-73.93012050475978,40.817716440166734,-73.81718265920306,12.06,False,23.61
37,2025-03-10T09:15:35,174,UberXL,40.816516006381974,-73.93025765543564,40.889252774186915,-73.9060384150919,16.4,True,48.38
38,2025-06-14T09:53:44,77,UberX,40.83280537212165,-73.96442349991298,40.86174154522538,-74.04585497356516,17.97,True,76.67
39,2025-03-14T11:14:28,62,Green,40.78595957895144,-73.72974332550591,40.88771803825189,-73.85332204610457,1.38,False,4.92
40,2025-03-21T20:58:35,13,UberX,40.74588452933141,-74.02636666826098,40.91166735884603,-74.14228583107891,20.52,False,38.41
41,2025-06-06T13:00:49,963,UberXL,40.58959607861696,-74.10665874938687,40.60509206972389,-74.06363057435378,13.63,False,26.35
42,2025-02-21T21:49:24,815,Black,40.57923712021134,-73.71831599263317,40.71982916585394,-74.04055644761321,17.73,True,91.94
43,2025-01-16T15:42:07,670,UberX,40.58459518700803,-73.97933118999208,40.754499532625985,-74.12474827739197,1.23,True,10.47
44,2025-03-26T06:09:55,661,Comfort,40.759366952341885,-73.76391785898635,40.58528387912417,-73.91232836646127,2.02,True,16.91
45,2025-06-22T08:18:10,581,Black,40.650305169502104,-73.73412833002615,40.80323863508155,-74.02383214380824,14.03,False,27.05
46,2025-02-04T19:51:09,952,Comfort,40.55579349522101,-74.05677884806569,40.60335087767492,-73.7806891663319,20.7,False,38.73
47,2025-02-28T02:43:53,167,Green,40.63897471189259,-73.77440724795872,40.69398794472592,-73.74656340484879,8.96,False,18.18
48,2025-01-28T04:13:01,810,UberX,40.73529335510596,-73.71155450265381,40.56986767982053,-73.95331028622043,21.13,False,39.48
49,2025-05-30T07:49:33,629,Green,40.69678012824431,-73.8019002877409,40.56096149380971,-74.02700283711705,24.82,False,45.94
50,2025-03-11T02:12:01,567,Black,40.709783740108634,-73.84413731386033,40.7944486057805,-74.11143764706347,15.85,False,30.24
51,2025-05-19T11:19:35,76,UberX,40.649149651431,-73.97900000311245,40.840039404291986,-74.08057539922861,10.35,False,20.61
52,2025-01-18T18:30:58,6,Comfort,40.71455227004863,-73.80739407895956,40.587825623221896,-74.1107162454402,11.34,False,22.34
53,2025-04-10T12:08:50,418,UberX,40.559716904484915,-73.99073857069463,40.58443377637015,-73.88088029099258,8.79,False,17.88
54,2025-02-26T16:06:26,424,Black,40.83829256908103,-73.82382027018434,40.757028521932114,-73.70327140994237,6.83,False,14.45
55,2025-05-14T01:48:14,390,UberXL,40.60137082181498,-74.01449093058122,40.73245585861799,-74.12152978237538,11.43,False,22.5
56,2025-04-05T00:40:53,802,UberX,40.683616217547126,-73.72509996696587,40.81673279740857,-73.92688890347472,15.8,False,30.15
57,2025-01-27T07:25:37,312,UberX,40.90106468108599,-74.00050225310977,40.779471109513636,-73.78816559211919,8.91,False,18.09
58,2025-06-08T08:23:28,844,Green,40.600366054483956,-74.00570068008122,40.90049320114596,-74.05961683008407,8.54,False,17.45
59,2025-03-03T23:17:21,299,Black,40.90807234162894,-73.7981115336784,40.670577907853875,-74.02386493409111,19.86,False,37.25
60,2025-04-20T11:44:01,205,Green,40.91898802252027,-74.06903275432609,40.8340186258669,-74.1378877510961,18.45,False,34.79
61,2025-02-10T17:01:56,449,Comfort,40.85757426922284,-74.11887859762807,40.86368153411443,-73.79222946886634,17.15,True,63.54
62,2025-02-19T01:34:55,675,UberXL,40.81463746478079,-73.79491545655098,40.577367100165446,-73.70418472350337,12.5,False,24.38
63,2025-04-09T08:59:09,946,Black,40.751148725253366,-73.79417558732784,40.683025912416014,-73.7470243180876,13.89,False,26.81
64,2025-01-17T12:02:40,112,UberXL,40.79331260849489,-73.99024603124819,40.78938994375386,-74.13006648791247,24.61,False,45.57
65,2025-03-19T14:21:13,991,Comfort,40.90731520775412,-73.95629500524942,40.55390267593029,-74.03356773331836,13.26,False,25.7
66,2025-04-23T17:24:40,705,Green,40.63178174238605,-73.98164619448774,40.72133338716452,-73.84420003060352,17.57,True,99.63
67,2025-04-04T17:52:34,108,Comfort,40.70391090855451,-73.71722246044402,40.592945655044815,-73.72669572883422,4.4,False,10.2
68,2025-03-30T10:00:13,804,UberXL,40.74281248702617,-73.99326486651397,40.58612052151651,-73.82510272552413,11.86,True,36.44
69,2025-05-19T00:28:12,118,UberX,40.86419660297736,-73.85841353722503,40.80054155316963,-74.0760406582172,24.61,True,80.28
70,2025-02-01T02:17:11,339,Green,40.70775667194002,-73.94207562912752,40.84516964167258,-73.8666078565046,5.47,False,12.07
71,2025-03-18T19:32:51,30,Green,40.876746028535145,-73.94769124488167,40.70893455120824,-74.14799748050325,6.16,True,33.94
72,2025-06-04T13:39:59,65,Green,40.58764825802904,-73.75760930149555,40.619175139183874,-74.00330678978054,11.98,True,65.56
73,2025-04-13T11:19:48,990,Comfort,40.77087920683471,-73.87491121048745,40.76719174438913,-73.99343391315347,21.29,False,39.76
74,2025-06-08T00:17:42,690,Comfort,40.88991255452752,-73.88442423576014,40.79868073023528,-74.00906641481043,6.73,True,29.41
75,2025-01-28T10:46:42,524,Black,40.70474846929817,-74.08795971565945,40.69197268624994,-74.06641083531827,16.25,False,30.94
76,2025-05-06T07:07:47,954,UberXL,40.75531765305802,-73.9296610882135,40.60190971798618,-74.00843899340262,11.82,True,47.26
77,2025-01-02T20:39:43,497,UberXL,40.62219754190467,-73.97722512085943,40.75778536861399,-73.85611860772418,10.82,False,21.44
78,2025-05-18T21:30:11,861,Black,40.730818819417685,-74.1127982183961,40.56141846108791,-73.80752452165456,8.01,True,38.1
79,2025-02-02T15:54:38,800,Black,40.75929067063877,-73.80235356282694,40.733265936921526,-73.92013730890345,14.75,True,65.53
80,2025-03-13T05:41:59,556,UberX,40.83120152843016,-73.95138503912197,40.63086051595373,-73.95868039096827,18.66,False,35.16
81,2025-02-18T01:34:51,305,UberX,40.71640096684725,-73.99314036042996,40.85218957649308,-73.9524185434775,24.85,False,45.99
82,2025-02-16T00:14:55,215,Green,40.80497942723135,-73.7625280866784,40.77579686696921,-73.9573248224356,15.79,False,30.13
83,2025-06-07T23:19:26,212,UberX,40.76092750757785,-73.91047364118332,40.7708373437773,-74.07423018592861,24.5,True,107.04
84,2025-06-16T14:38:53,527,UberX,40.60016789537836,-73.8124576385799,40.702290602549496,-74.12332135106163,7.66,False,15.91
85,2025-05-17T04:53:04,887,UberXL,40.64238057951711,-73.82987231802238,40.8565382669985,-73.80733688563407,17.23,False,32.65
86,2025-04-23T02:59:52,648,Comfort,40.78229074368822,-73.9811724524692,40.57794102113278,-73.79243061619955,19.45,False,36.54
87,2025-05-26T14:19:56,285,Comfort,40.71823739015753,-73.93037998380304,40.76532355152752,-73.75899150670796,21.33,True,117.82
88,2025-05-04T06:34:16,681,Comfort,40.86453930872256,-73.79194493300847,40.697154871229806,-73.71434213896588,20.8,False,38.9
89,2025-03-04T16:39:38,849,Comfort,40.67496940741319,-73.88992986188258,40.75947258103934,-73.93159794319618,9.25,False,18.69
90,2025-01-10T09:36:12,48,UberX,40.781686423197684,-73.77348401951186,40.55602410037791,-73.73175520609362,4.79,False,10.88
91,2025-03-25T01:41:21,208,UberXL,40.87639467269554,-74.01416052303061,40.8735366466277,-73.75553223324337,3.24,False,8.17
92,2025-01-17T00:06:27,381,UberXL,40.569161291768,-73.86847807662578,40.818615694484066,-73.81014552931961,11.3,True,36.59
93,2025-02-11T10:36:53,489,UberX,40.59909892305479,-74.04821411234327,40.801593608294986,-74.1458208735762,17.69,False,33.46
94,2025-06-17T01:28:34,433,UberXL,40.726749089331975,-74.04697390964344,40.58305249996768,-73.78731942477754,3.48,False,8.59
95,2025-02-28T02:37:51,141,Black,40.83618037895073,-73.81107898955402,40.59926410553889,-73.70317693013914,4.43,False,10.25
96,2025-01-02T15:29:42,625,UberXL,40.712836785688545,-73.82490558813606,40.78238961418614,-74.08188164112008,10.88,False,21.54
97,2025-06-16T23:42:57,223,UberX,40.88173938987532,-74.0869940862909,40.595568172321784,-73.82149588299681,9.44,False,19.02
98,2025-06-03T14:41:04,144,UberXL,40.65247803306959,-74.1120880778009,40.75475675376035,-73.87999645974837,15.58,False,29.77
99,2025-05-15T01:51:06,28,Comfort,40.626014915716404,-73.87688290864762,40.61979921360837,-73.97371204284583,16.51,False,31.39
100,2025-06-04T03:16:25,978,UberXL,40.73310845637901,-74.0992653518283,40.73484554027088,-73.88273160433803,13.68,False,26.44
101,2025-03-12T02:50:22,957,Comfort,40.5988336658711,-73.76263369822847,40.760300743845995,-73.98556439171836,17.39,False,32.93
102,2025-05-30T14:10:14,75,UberX,40.76732449386259,-74.14379295842363,40.629824887251374,-73.73483931998007,23.77,False,44.1
103,2025-02-25T15:07:47,644,Green,40.83383070024632,-73.95939114417274,40.69884264193846,-73.86175822025945,13.9,True,43.6
104,2025-01-16T08:16:01,524,UberXL,40.91049595221119,-74.08008029094805,40.670897609625534,-73.8861032766444,19.32,False,36.31
105,2025-05-05T21:19:03,68,Comfort,40.80851007619403,-73.82151873015582,40.86319320260209,-74.1239423251896,3.07,False,7.87
106,2025-03-30T00:51:57,627,Green,40.57036058928398,-73.85026418951331,40.79347937341067,-74.07095934336074,1.3,True,7.24
107,2025-04-07T09:27:06,976,Comfort,40.74351198420951,-73.79765580430532,40.816683241694584,-74.07486667061343,4.05,False,9.59
108,2025-02-22T04:31:59,751,UberX,40.83542920748116,-74.13678968697225,40.84862990326323,-74.0276087322404,2.53,False,6.93
109,2025-04-22T23:23:29,643,UberX,40.733574600506,-73.92014815425831,40.570512471011696,-73.76328809779064,5.01,True,29.97
110,2025-06-23T15:35:34,588,UberX,40.6345096365667,-73.92102880179021,40.566294025687235,-73.76168217729384,6.87,False,14.52
111,2025-03-16T08:48:49,943,UberXL,40.61621554549433,-73.71784603457252,40.563084522370694,-73.78859803109411,18.14,False,34.25
112,2025-02-13T14:19:01,330,UberXL,40.704014941445486,-73.82587043535732,40.65036544446363,-74.1149508185149,9.95,False,19.91
113,2025-06-25T03:20:59,54,UberXL,40.63257847255174,-73.91790164119277,40.56699358093,-73.96958381883043,22.05,False,41.09
114,2025-05-31T04:53:57,866,Comfort,40.671101341038664,-73.90110887210417,40.552948594216254,-74.05969798094617,14.53,False,27.93
115,2025-05-01T22:04:26,249,Black,40.68626124224756,-73.71266401468209,40.919181233017646,-73.80085131982014,18.58,False,35.02
116,2025-06-04T13:30:20,252,UberXL,40.552359816618164,-73.9654837506953,40.6362091644881,-73.99410933601727,21.15,False,39.51
117,2025-03-07T01:17:38,2,Black,40.8641322154782,-73.82275323243157,40.588461137160074,-73.911583479923,6.72,False,14.26
118,2025-01-12T15:07:52,996,UberXL,40.813311415639035,-74.10813801273886,40.890871529099684,-73.74622063763084,13.47,False,26.07
119,2025-03-14T07:56:18,470,UberX,40.764885132129216,-73.92255750626265,40.7857698016121,-73.9725419198448,15.21,True,72.61
120,2025-01-26T09:08:41,243,Comfort,40.646566647401734,-74.00824598806561,40.84630222413981,-73.8346734771553,18.65,False,35.14
121,2025-02-22T19:24:22,240,UberX,40.89911523383114,-74.08874966911249,40.834954249459074,-74.1009622248267,3.54,False,8.7
122,2025-03-02T23:30:04,417,UberX,40.74829208316331,-73.7159143749874,40.62682540347583,-74.01126152680438,7.36,True,26.71
123,2025-05-14T05:14:50,312,Green,40.5649220290002,-73.77383386205541,40.67128365378737,-74.1089541932939,6.96,False,14.68
124,2025-04-10T16:53:43,51,Comfort,40.64626171330685,-73.70419552081644,40.56150037454274,-73.96802349809877,11.85,False,23.24
125,2025-02-18T12:23:51,97,Black,40.58770571900488,-73.79278561575036,40.5949377045365,-74.12224886697778,19.74,True,66.58
126,2025-03-19T18:50:47,382,UberX,40.765459806523204,-74.03353070644407,40.85071642389704,-74.14018991776763,2.55,False,6.96
127,2025-03-28T02:32:23,829,UberXL,40.5840320963031,-73.76872605440609,40.849288267140636,-74.09486255333414,23.61,True,126.47
128,2025-03-26T02:39:18,842,Black,40.7335667647489,-73.97777175264474,40.7078656868185,-73.9907255362971,22.8,True,91.97
129,2025-01-29T20:40:21,36,Green,40.77909532307298,-74.03939684933964,40.659188910309894,-73.96460350716673,14.22,True,52.57
130,2025-01-27T15:33:58,430,UberXL,40.78778143448622,-73.79126092615265,40.64218466940059,-73.70266072518397,14.05,True,56.17
131,2025-05-19T12:32:53,368,Black,40.7514715882326,-73.93189423155178,40.887690496141396,-73.92392303500532,10.32,True,40.67
132,2025-02-12T12:42:29,31,Comfort,40.5716787552029,-73.70381090445625,40.74588994802721,-73.80492102419738,24.99,False,46.23
133,2025-01-20T10:39:35,254,UberXL,40.6486149903943,-73.78267167727607,40.889386008551064,-74.1248411048664,24.91,True,127.67
134,2025-06-04T20:06:35,398,Comfort,40.896026231873876,-73.70380613557734,40.614273451605115,-74.0435519902659,8.63,False,17.6
135,2025-03-11T16:03:02,936,Green,40.560436430799044,-73.83474763849186,40.90059673197591,-73.89637708094757,14.51,True,83.18
136,2025-06-21T04:40:35,994,Black,40.750586102562764,-74.0709994545527,40.56404658424403,-74.12472441043943,15.44,True,65.45
137,2025-03-06T09:59:32,940,Green,40.62454182184029,-74.09127970447138,40.8152669240956,-73.73654864571176,21.26,False,39.71
138,2025-01-05T06:07:17,152,Green,40.81073764644096,-74.08625630104196,40.59104061903952,-73.91316730464025,9.76,True,50.06
139,2025-05-09T13:47:38,406,Green,40.587381902966854,-74.01420568082354,40.60048711747727,-74.07912325129243,23.77,False,44.1
140,2025-04-05T14:30:59,665,Comfort,40.61445498825354,-73.71406569665008,40.80661734736824,-73.73201965595656,19.89,True,88.92
141,2025-02-04T01:11:52,388,Comfort,40.82157814014513,-74.01746723087649,40.61575206674387,-74.14919094199722,17.85,False,33.74
142,2025-06-15T04:48:53,790,Green,40.56198161488302,-73.87892509964706,40.89078414007469,-73.71461074147282,6.3,False,13.53
143,2025-04-07T08:23:23,145,Comfort,40.825777031397735,-74.04290183368278,40.91348047232793,-74.07445066246179,22.25,True,106.22
144,2025-05-05T02:26:03,747,Comfort,40.71525307561618,-74.03065440174672,40.642330119360054,-74.11949234897111,7.16,True,22.57
145,2025-03-16T22:35:50,449,Black,40.908567675289106,-73.75195160108575,40.732440337585324,-73.97957934135158,14.1,True,60.31
146,2025-06-17T18:46:05,592,UberXL,40.61018290934694,-74.11683077469739,40.86293211908909,-74.01729112409775,8.65,False,17.64
147,2025-01-15T09:47:56,351,UberXL,40.87853456906169,-74.07759297728991,40.57775089578634,-73.72617463540915,24.47,False,45.32
148,2025-04-30T03:47:30,915,Black,40.81066671923897,-73.95590449963437,40.79184501484818,-73.8767070684553,11.42,True,44.89
149,2025-02-06T21:23:26,420,Green,40.817154098693,-73.82151169744837,40.648147964659486,-74.02331461694963,6.7,True,33.54
150,2025-06-13T02:00:20,503,UberXL,40.570166795130866,-74.14828299252375,40.58242249294358,-73.77924621181258,16.0,False,30.5
151,2025-01-19T19:59:30,27,UberXL,40.61320791092612,-74.01868484027926,40.580316355043806,-73.77030391654388,8.4,False,17.2
152,2025-04-05T23:21:22,917,Comfort,40.58372064469375,-73.90514328685114,40.61840605160056,-73.7515282882627,9.87,False,19.77
153,2025-02-21T03:02:53,451,Black,40.64745829957507,-73.7733145615395,40.75877123752837,-74.0819911965094,17.72,True,83.85
154,2025-06-06T22:23:33,555,Black,40.90916104875422,-73.88462310096338,40.754832705278424,-73.77164127510639,20.64,False,38.62
155,2025-04-14T23:40:40,704,Black,40.761904287533554,-74.04396109123292,40.660575280332665,-73.97233803565615,21.49,True,94.53
156,2025-04-11T08:32:37,820,Green,40.80068790766313,-73.87087709854282,40.59450429365951,-73.80926505996237,5.15,False,11.51
157,2025-02-11T03:28:46,828,UberXL,40.59668881949626,-73.95948129530798,40.91566357644466,-73.95407303951038,24.93,False,46.13
158,2025-06-11T23:13:32,610,Comfort,40.66830731084196,-73.82280364586876,40.84871715780194,-74.11083765160558,14.35,False,27.61
159,2025-06-16T08:09:28,283,Green,40.719518157015365,-73.75694018598226,40.841023736366274,-73.86962393213504,13.54,False,26.2
160,2025-03-22T11:26:29,154,UberXL,40.75963975301039,-73.88779531090506,40.90698771594219,-74.10490820097762,3.54,False,8.7
161,2025-06-02T13:50:24,293,Green,40.875650240311266,-73.75494789678677,40.647730553163036,-73.8553455481789,14.73,False,28.28
162,2025-02-03T10:30:32,283,Black,40.60322548813187,-73.87610513116147,40.80665466367182,-74.1325478603832,22.35,False,41.61
163,2025-02-16T03:11:59,51,Black,40.890708943675286,-73.74633588703276,40.557486168779505,-73.78217633361263,8.27,True,37.97
164,2025-05-16T04:26:49,702,UberX,40.9098237577937,-74.04741916387921,40.66117776558146,-73.81532436125428,19.58,False,36.77
165,2025-05-22T12:27:05,427,Green,40.788855280228226,-74.06542893909833,40.62821448577918,-73.77921375458519,18.78,False,35.37
166,2025-06-18T09:23:36,383,UberX,40.74064978996554,-74.07846240081246,40.665115544516894,-73.92194212614355,4.26,False,9.96
167,2025-06-20T17:59:12,583,UberX,40.61428282172473,-73.75616874974357,40.624268907157195,-74.1240676178614,1.79,True,11.49
168,2025-02-08T15:55:07,281,Comfort,40.854697327924974,-73.92269313127828,40.78510162935806,-74.09425721349919,1.73,False,5.53
169,2025-04-26T08:26:37,457,UberXL,40.90539253996371,-73.93643796992231,40.75399347662487,-73.99508794826582,21.1,True,108.27
170,2025-01-18T13:15:24,292,UberX,40.69302929817416,-74.07669166748063,40.761735482577514,-73.71578707585898,21.57,False,40.25
171,2025-05-12T14:17:19,212,Comfort,40.79108731315671,-73.91902344480884,40.86991307414109,-73.71478773992204,17.37,False,32.9
172,2025-01-26T16:37:42,663,UberXL,40.77242252168298,-74.14619132279832,40.64338446330344,-73.78771149386203,8.33,False,17.08
173,2025-05-05T19:23:13,282,Black,40.881328700775626,-73.76678622210831,40.71982926698953,-74.05180592566718,8.25,False,16.94
174,2025-05-02T02:12:54,407,Green,40.587855478098376,-73.91981882713927,40.795071517434714,-73.77052222246141,9.98,False,19.96
175,2025-04-29T06:22:45,290,Comfort,40.80323286026715,-73.93321771153266,40.67442495193849,-74.02558253751496,8.8,True,44.47
176,2025-06-23T06:45:47,668,Comfort,40.6196932300588,-73.91721788648915,40.63891176874104,-74.12445139652161,21.58,False,40.27
177,2025-03-20T11:14:06,677,Comfort,40.80187962764333,-73.82542256108333,40.792498211071106,-73.70113890518977,7.23,False,15.15
178,2025-03-17T09:29:32,755,UberX,40.76571876989294,-73.70236082146005,40.85192543938956,-73.995574827664,18.12,False,34.21
179,2025-05-04T22:45:24,804,Black,40.885414807036874,-73.84765918581692,40.73770649657452,-73.76956134008994,21.18,False,39.56
180,2025-02-05T04:09:15,301,UberX,40.72418892292186,-73.81658649879401,40.81831905572926,-73.89843575475132,22.9,False,42.57
181,2025-06-24T16:23:55,344,UberX,40.63223379925977,-74.04950243357648,40.87242992590086,-73.96078734431684,22.28,False,41.49
182,2025-04-24T16:57:26,302,Black,40.864949138638224,-73.9382585445482,40.87056554678624,-73.88739142111584,23.66,True,124.43
183,2025-04-08T04:23:37,123,Black,40.7460402467131,-73.96410173569376,40.872214184150614,-74.08214969700714,24.82,False,45.94
184,2025-04-21T13:36:46,915,Black,40.602992936350866,-73.7619227254983,40.61673200456953,-74.11363483988188,8.98,False,18.21
185,2025-03-02T20:36:55,650,UberX,40.55174399552688,-74.02691246200934,40.83164151404955,-74.0741274095377,19.35,False,36.36
186,2025-05-29T06:29:24,799,UberX,40.59788020430026,-73.95482986357011,40.708881597513376,-73.95693854812983,12.46,True,55.92
187,2025-05-22T21:07:05,383,UberX,40.88004236511304,-73.8094185179103,40.746482500661266,-74.14193774346607,1.1,False,4.43
188,2025-02-13T22:28:28,711,Comfort,40.66547413638014,-74.10378129949721,40.736234497113585,-74.01224820855887,2.57,True,20.45
189,2025-03-30T12:46:14,746,Green,40.77065686988774,-73.99797418195644,40.87855039621971,-73.70203741557744,9.23,False,18.65
190,2025-03-11T18:13:49,769,UberXL,40.61100689828985,-73.74189759371286,40.850443077230864,-74.14139387009452,6.38,False,13.66
191,2025-02-11T00:13:04,752,UberX,40.768186348875716,-74.07395686614944,40.68563883701794,-73.85725682894545,1.9,False,5.82
192,2025-02-19T16:03:50,790,Green,40.7805598676054,-73.88273416945633,40.5677453390131,-74.10134894740503,21.07,True,65.9
193,2025-03-28T06:39:16,390,UberX,40.752494482349704,-73.93652164775253,40.60665702630604,-73.8371635868506,16.13,False,30.73
194,2025-05-09T11:34:49,104,Green,40.64989154532876,-73.8774645483842,40.600750503502525,-73.7762062757881,3.52,False,8.66
195,2025-01-23T20:40:58,290,UberX,40.84036122448234,-73.92601742156305,40.77533066946199,-73.79991848753134,20.96,False,39.18
196,2025-03-11T12:02:11,721,Black,40.659279944370226,-74.13226743156714,40.73365124394619,-74.05653770707778,23.39,False,43.43
197,2025-01-01T12:45:36,14,UberX,40.88554561637982,-73.77414552563154,40.79753811428561,-74.08288497829996,3.16,False,8.03
198,2025-05-21T12:03:03,741,UberX,40.88476837206394,-73.86004844379408,40.718997956855645,-73.71021907118552,7.34,True,41.73
199,2025-06-19T17:47:23,41,Comfort,40.683279425699936,-73.84545506059588,40.70761822635874,-74.09784452585318,21.43,False,40.0
200,2025-01-02T21:04:34,873,UberXL,40.795441360171615,-74.07326947563963,40.682285139567966,-73.95302846744814,15.92,False,30.36
201,2025-01-19T01:11:04,382,Comfort,40.617661685512346,-73.96965011857367,40.90605467415541,-74.02767510916242,10.26,False,20.45
202,2025-06-05T07:47:59,432,UberXL,40.591830925859725,-73.8367235569143,40.571699166396115,-73.72588985540004,4.83,False,10.95
203,2025-04-25T17:05:45,495,Green,40.801005460412206,-74.06843274775822,40.690507788272875,-73.98863048832781,1.69,False,5.46
204,2025-06-12T19:51:47,745,UberXL,40.72873947285523,-73.93034475035354,40.878409753383515,-73.95169045388187,2.52,False,6.91
205,2025-01-03T09:36:09,722,Green,40.83398562576727,-73.89050794634448,40.75905452350433,-73.70994699910214,17.08,False,32.39
206,2025-04-12T13:50:14,705,Green,40.58523959122712,-73.85222903171932,40.64197348809476,-73.99441273064413,17.23,False,32.65
207,2025-06-12T22:10:38,847,Green,40.88006289620312,-73.87418869492,40.554308600932785,-73.72953286081093,13.13,False,25.48
208,2025-04-07T06:45:29,891,UberXL,40.577700139716484,-73.92875841748503,40.639129972177976,-73.71343472804747,2.21,True,15.7
209,2025-03-20T07:24:25,837,UberXL,40.57916732042927,-73.95011500559325,40.76202292431739,-74.11039106223386,12.96,False,25.18
210,2025-04-07T13:55:40,764,UberX,40.58797802894765,-73.964447653546,40.75613847421979,-74.14992362803476,3.18,False,8.07
211,2025-05-01T05:03:26,653,Comfort,40.87934103256527,-73.89695034255772,40.79220051391755,-73.94470643455044,9.18,False,18.56
212,2025-06-08T13:34:44,229,Black,40.67282987145525,-73.80466262006097,40.771981926076556,-73.82750386934187,9.72,False,19.51
213,2025-01-19T22:05:21,778,UberXL,40.55081287068354,-73.99018745963687,40.784454636773766,-73.79003927796042,14.14,False,27.25
